name,position,team,owner,total_points,league_id,league_name
Bijan Robinson,RB,ATL,Ricky’s Rolex,298.15,891505,Sunday Funday
Josh Jacobs,RB,GB,Ricky’s Rolex,273.75,891505,Sunday Funday
Brock Bowers,TE,LV,Ricky’s Rolex,224.45,891505,Sunday Funday
James Conner,RB,ARI,Ricky’s Rolex,246.8,891505,Sunday Funday
Brian Robinson Jr.,RB,WAS,Ricky’s Rolex,156.7,891505,Sunday Funday
Sam LaPorta,TE,DET,Ricky’s Rolex,151.05,891505,Sunday Funday
Isaac Guerendo,RB,SF,Ricky’s Rolex,89.95,891505,Sunday Funday
Bryce Young,QB,CAR,Ricky’s Rolex,146.83,891505,Sunday Funday
Tim Patrick,WR,DET,Ricky’s Rolex,81.9,891505,Sunday Funday
Dontayvion Wicks,WR,GB,Ricky’s Rolex,92.1,891505,Sunday Funday
Jason Sanders,K,MIA,Ricky’s Rolex,127.0,891505,Sunday Funday
Indianapolis,DEF,IND,Ricky’s Rolex,147.5,891505,Sunday Funday
Jayden Daniels,QB,WAS,...but we got Jayden Daniels,343.35,891505,Sunday Funday
Ladd McConkey,WR,LAC,...but we got Jayden Daniels,211.65,891505,Sunday Funday
Drake London,WR,ATL,...but we got Jayden Daniels,219.1,891505,Sunday Funday
Calvin Ridley,WR,TEN,...but we got Jayden Daniels,179.9,891505,Sunday Funday
Bucky Irving,RB,TB,...but we got Jayden Daniels,221.0,891505,Sunday Funday
Kareem Hunt,RB,KC,...but we got Jayden Daniels,151.15,891505,Sunday Funday
Trey McBride,TE,ARI,...but we got Jayden Daniels,206.55,891505,Sunday Funday
Jalen McMillan,WR,TB,...but we got Jayden Daniels,108.4,891505,Sunday Funday
CeeDee Lamb,WR,DAL,...but we got Jayden Daniels,245.9,891505,Sunday Funday
Najee Harris,RB,PIT,...but we got Jayden Daniels,183.25,891505,Sunday Funday
Patrick Mahomes,QB,KC,...but we got Jayden Daniels,272.02,891505,Sunday Funday
Tucker Kraft,TE,GB,...but we got Jayden Daniels,146.7,891505,Sunday Funday
Travis Etienne Jr.,RB,JAX,...but we got Jayden Daniels,111.7,891505,Sunday Funday
Audric Estime,RB,DEN,...but we got Jayden Daniels,37.05,891505,Sunday Funday
Chad Ryland,K,ARI,...but we got Jayden Daniels,98.0,891505,Sunday Funday
Los Angeles,DEF,LAC,...but we got Jayden Daniels,204.0,891505,Sunday Funday
Jonathon Brooks,RB,CAR,...but we got Jayden Daniels,6.75,891505,Sunday Funday
Younghoe Koo,K,ATL,...but we got Jayden Daniels,101.0,891505,Sunday Funday
Bo Nix,QB,DEN,Dawg Pound,278.91,891505,Sunday Funday
Tyreek Hill,WR,MIA,Dawg Pound,198.95,891505,Sunday Funday
Jauan Jennings,WR,SF,Dawg Pound,181.8,891505,Sunday Funday
Cooper Kupp,WR,LAR,Dawg Pound,162.25,891505,Sunday Funday
De'Von Achane,RB,MIA,Dawg Pound,265.55,891505,Sunday Funday
Rico Dowdle,RB,DAL,Dawg Pound,173.65,891505,Sunday Funday
Mark Andrews,TE,BAL,Dawg Pound,161.4,891505,Sunday Funday
Courtland Sutton,WR,DEN,Dawg Pound,202.25,891505,Sunday Funday
Sam Darnold,QB,MIN,Dawg Pound,289.07,891505,Sunday Funday
Ameer Abdullah,RB,LV,Dawg Pound,115.7,891505,Sunday Funday
Elijah Moore,WR,CLE,Dawg Pound,101.3,891505,Sunday Funday
Pat Freiermuth,TE,PIT,Dawg Pound,130.05,891505,Sunday Funday
Javonte Williams,RB,DEN,Dawg Pound,133.85,891505,Sunday Funday
Tyjae Spears,RB,TEN,Dawg Pound,106.35,891505,Sunday Funday
Chris Boswell,K,PIT,Dawg Pound,153.0,891505,Sunday Funday
Arizona,DEF,ARI,Dawg Pound,154.5,891505,Sunday Funday
Zack Moss,RB,CIN,Dawg Pound,75.15,891505,Sunday Funday
Tua Tagovailoa,QB,MIA,Tua Lipa,175.83,891505,Sunday Funday
Justin Jefferson,WR,MIN,Tua Lipa,293.33,891505,Sunday Funday
Jaylen Waddle,WR,MIA,Tua Lipa,129.35,891505,Sunday Funday
Zay Flowers,WR,BAL,Tua Lipa,196.4,891505,Sunday Funday
Jahmyr Gibbs,RB,DET,Tua Lipa,312.9,891505,Sunday Funday
Rachaad White,RB,TB,Tua Lipa,186.1,891505,Sunday Funday
Jonnu Smith,TE,MIA,Tua Lipa,187.2,891505,Sunday Funday
Keenan Allen,WR,CHI,Tua Lipa,167.4,891505,Sunday Funday
Nick Chubb,RB,CLE,Tua Lipa,61.55,891505,Sunday Funday
Christian Watson,WR,GB,Tua Lipa,104.3,891505,Sunday Funday
Dalton Kincaid,TE,BUF,Tua Lipa,89.3,891505,Sunday Funday
Aaron Rodgers,QB,NYJ,Tua Lipa,218.87,891505,Sunday Funday
Devin Singletary,RB,NYG,Tua Lipa,88.65,891505,Sunday Funday
Marquez Valdes-Scantling,WR,NO,Tua Lipa,80.2,891505,Sunday Funday
Jake Bates,K,DET,Tua Lipa,132.0,891505,Sunday Funday
Detroit,DEF,DET,Tua Lipa,177.0,891505,Sunday Funday
Tank Bigsby,RB,JAX,Tua Lipa,118.8,891505,Sunday Funday
Keon Coleman,WR,BUF,Tua Lipa,104.0,891505,Sunday Funday
Anthony Richardson,QB,IND,Breece Hallmighty,160.61,891505,Sunday Funday
Amari Cooper,WR,BUF,Breece Hallmighty,111.7,891505,Sunday Funday
Adam Thielen,WR,CAR,Breece Hallmighty,123.1,891505,Sunday Funday
Jordan Addison,WR,MIN,Breece Hallmighty,205.0,891505,Sunday Funday
Kyren Williams,RB,LAR,Breece Hallmighty,264.1,891505,Sunday Funday
Breece Hall,RB,NYJ,Breece Hallmighty,209.2,891505,Sunday Funday
Travis Kelce,TE,KC,Breece Hallmighty,170.9,891505,Sunday Funday
Terry McLaurin,WR,WAS,Breece Hallmighty,237.6,891505,Sunday Funday
Braelon Allen,RB,NYJ,Breece Hallmighty,76.65,891505,Sunday Funday
Derek Carr,QB,NO,Breece Hallmighty,159.65,891505,Sunday Funday
Brandin Cooks,WR,DAL,Breece Hallmighty,59.85,891505,Sunday Funday
Devaughn Vele,WR,DEN,Breece Hallmighty,82.25,891505,Sunday Funday
Brandon Aubrey,K,DAL,Breece Hallmighty,137.0,891505,Sunday Funday
Baltimore,DEF,BAL,Breece Hallmighty,175.5,891505,Sunday Funday
Seattle,DEF,SEA,Breece Hallmighty,199.0,891505,Sunday Funday
Denver,DEF,DEN,Breece Hallmighty,257.5,891505,Sunday Funday
J.K. Dobbins,RB,LAC,Breece Hallmighty,179.3,891505,Sunday Funday
Josh Downs,WR,IND,Breece Hallmighty,151.6,891505,Sunday Funday
Jordan Love,QB,GB,Let James Cook,236.35,891505,Sunday Funday
Ja'Marr Chase,WR,CIN,Let James Cook,369.9,891505,Sunday Funday
Khalil Shakir,WR,BUF,Let James Cook,167.5,891505,Sunday Funday
Nico Collins,WR,HOU,Let James Cook,187.55,891505,Sunday Funday
James Cook,RB,BUF,Let James Cook,261.4,891505,Sunday Funday
Jerome Ford,RB,CLE,Let James Cook,127.75,891505,Sunday Funday
George Kittle,TE,SF,Let James Cook,217.4,891505,Sunday Funday
DJ Moore,WR,CHI,Let James Cook,196.0,891505,Sunday Funday
DeAndre Hopkins,WR,KC,Let James Cook,132.5,891505,Sunday Funday
Matthew Stafford,QB,LAR,Let James Cook,205.08,891505,Sunday Funday
Zach Ertz,TE,WAS,Let James Cook,146.25,891505,Sunday Funday
Rashod Bateman,WR,BAL,Let James Cook,154.25,891505,Sunday Funday
Jason Myers,K,SEA,Let James Cook,106.0,891505,Sunday Funday
Buffalo,DEF,BUF,Let James Cook,210.5,891505,Sunday Funday
Washington,DEF,WAS,Let James Cook,149.5,891505,Sunday Funday
David Montgomery,RB,DET,Let James Cook,213.22,891505,Sunday Funday
Josh Allen,QB,BUF,Fantasy Princess,385.29,891505,Sunday Funday
Malik Nabers,WR,NYG,Fantasy Princess,234.2,891505,Sunday Funday
Garrett Wilson,WR,NYJ,Fantasy Princess,221.3,891505,Sunday Funday
Brian Thomas Jr.,WR,JAX,Fantasy Princess,256.45,891505,Sunday Funday
Jonathan Taylor,RB,IND,Fantasy Princess,226.2,891505,Sunday Funday
Jeremy McNichols,RB,WAS,Fantasy Princess,61.55,891505,Sunday Funday
Dallas Goedert,TE,PHI,Fantasy Princess,85.85,891505,Sunday Funday
Cade Otton,TE,TB,Fantasy Princess,126.35,891505,Sunday Funday
DeMario Douglas,WR,NE,Fantasy Princess,125.05,891505,Sunday Funday
Jared Goff,QB,DET,Fantasy Princess,323.72,891505,Sunday Funday
Emanuel Wilson,RB,GB,Fantasy Princess,79.4,891505,Sunday Funday
Darnell Mooney,WR,ATL,Fantasy Princess,181.7,891505,Sunday Funday
Hunter Henry,TE,NE,Fantasy Princess,129.65,891505,Sunday Funday
Justin Tucker,K,BAL,Fantasy Princess,119.0,891505,Sunday Funday
Minnesota,DEF,MIN,Fantasy Princess,256.5,891505,Sunday Funday
Tampa Bay,DEF,TB,Fantasy Princess,162.5,891505,Sunday Funday
Austin Ekeler,RB,WAS,Fantasy Princess,118.1,891505,Sunday Funday
Jalen Hurts,QB,PHI,Deebo.Boutabag,305.87,891505,Sunday Funday
Deebo Samuel Sr.,WR,SF,Deebo.Boutabag,144.6,891505,Sunday Funday
Jakobi Meyers,WR,LV,Deebo.Boutabag,172.95,891505,Sunday Funday
Tyler Lockett,WR,SEA,Deebo.Boutabag,104.45,891505,Sunday Funday
Chuba Hubbard,RB,CAR,Deebo.Boutabag,231.85,891505,Sunday Funday
Alvin Kamara,RB,NO,Deebo.Boutabag,252.3,891505,Sunday Funday
Mike Gesicki,TE,CIN,Deebo.Boutabag,114.95,891505,Sunday Funday
Jaylen Warren,RB,PIT,Deebo.Boutabag,111.5,891505,Sunday Funday
Calvin Austin III,WR,PIT,Deebo.Boutabag,115.55,891505,Sunday Funday
Jake Ferguson,TE,DAL,Deebo.Boutabag,84.95,891505,Sunday Funday
Demarcus Robinson,WR,LAR,Deebo.Boutabag,107.8,891505,Sunday Funday
Baker Mayfield,QB,TB,Deebo.Boutabag,330.91,891505,Sunday Funday
Alexander Mattison,RB,LV,Deebo.Boutabag,121.8,891505,Sunday Funday
Ka'imi Fairbairn,K,HOU,Deebo.Boutabag,136.0,891505,Sunday Funday
Matthew Wright,K,TEN,Deebo.Boutabag,45.0,891505,Sunday Funday
Philadelphia,DEF,PHI,Deebo.Boutabag,215.5,891505,Sunday Funday
Christian McCaffrey,RB,SF,Deebo.Boutabag,43.55,891505,Sunday Funday
Brock Purdy,QB,SF,purdy pitts,262.86,891505,Sunday Funday
Puka Nacua,WR,LAR,purdy pitts,191.35,891505,Sunday Funday
Ray-Ray McCloud,WR,ATL,purdy pitts,114.15,891505,Sunday Funday
Michael Wilson,WR,ARI,purdy pitts,114.5,891505,Sunday Funday
Tony Pollard,RB,TEN,purdy pitts,186.25,891505,Sunday Funday
Isiah Pacheco,RB,KC,purdy pitts,53.9,891505,Sunday Funday
Kyle Pitts,TE,ATL,purdy pitts,120.2,891505,Sunday Funday
Wan'Dale Robinson,WR,NYG,purdy pitts,147.65,891505,Sunday Funday
Kirk Cousins,QB,ATL,purdy pitts,169.32,891505,Sunday Funday
Michael Pittman Jr.,WR,IND,purdy pitts,137.85,891505,Sunday Funday
Tank Dell,WR,HOU,purdy pitts,128.75,891505,Sunday Funday
Raheem Mostert,RB,MIA,purdy pitts,65.15,891505,Sunday Funday
Tommy DeVito,QB,NYG,purdy pitts,10.48,891505,Sunday Funday
Ja'Tavion Sanders,TE,CAR,purdy pitts,59.45,891505,Sunday Funday
Jake Elliott,K,PHI,purdy pitts,122.0,891505,Sunday Funday
San Francisco,DEF,SF,purdy pitts,154.0,891505,Sunday Funday
Josh Allen,QB,BUF,Njigbas in Paris,438.04,304935,BNH
Puka Nacua,WR,LAR,Njigbas in Paris,206.6,304935,BNH
Jaxon Smith-Njigba,WR,SEA,Njigbas in Paris,247.7,304935,BNH
James Conner,RB,ARI,Njigbas in Paris,253.8,304935,BNH
Jerome Ford,RB,CLE,Njigbas in Paris,134.0,304935,BNH
Juwan Johnson,TE,NO,Njigbas in Paris,108.8,304935,BNH
Jakobi Meyers,WR,LV,Njigbas in Paris,190.7,304935,BNH
Garrett Wilson,WR,NYJ,Njigbas in Paris,242.8,304935,BNH
Isiah Pacheco,RB,KC,Njigbas in Paris,56.9,304935,BNH
DeVonta Smith,WR,PHI,Njigbas in Paris,199.4,304935,BNH
Cade Otton,TE,TB,Njigbas in Paris,140.6,304935,BNH
Jaylen Warren,RB,PIT,Njigbas in Paris,122.0,304935,BNH
Brock Purdy,QB,SF,Njigbas in Paris,312.86,304935,BNH
Devaughn Vele,WR,DEN,Njigbas in Paris,91.5,304935,BNH
Jake Moody,K,SF,Njigbas in Paris,110.0,304935,BNH
Indianapolis,DEF,IND,Njigbas in Paris,87.0,304935,BNH
Rashid Shaheed,WR,NO,Njigbas in Paris,79.8,304935,BNH
Sam Darnold,QB,MIN,Jordan Love Sosa,376.32,304935,BNH
Mike Evans,WR,TB,Jordan Love Sosa,222.5,304935,BNH
Jayden Reed,WR,GB,Jordan Love Sosa,191.9,304935,BNH
Braelon Allen,RB,NYJ,Jordan Love Sosa,80.9,304935,BNH
Ameer Abdullah,RB,LV,Jordan Love Sosa,125.2,304935,BNH
Sam LaPorta,TE,DET,Jordan Love Sosa,161.3,304935,BNH
Adam Thielen,WR,CAR,Jordan Love Sosa,130.1,304935,BNH
Elijah Moore,WR,CLE,Jordan Love Sosa,114.3,304935,BNH
Ray Davis,RB,BUF,Jordan Love Sosa,101.6,304935,BNH
Breece Hall,RB,NYJ,Jordan Love Sosa,222.7,304935,BNH
Jonathan Taylor,RB,IND,Jordan Love Sosa,219.7,304935,BNH
Zay Flowers,WR,BAL,Jordan Love Sosa,206.4,304935,BNH
Jordan Love,QB,GB,Jordan Love Sosa,286.6,304935,BNH
DeMario Douglas,WR,NE,Jordan Love Sosa,141.3,304935,BNH
Chase McLaughlin,K,TB,Jordan Love Sosa,153.0,304935,BNH
Tampa Bay,DEF,TB,Jordan Love Sosa,101.0,304935,BNH
Patrick Mahomes,QB,KC,Running Back University,340.52,304935,BNH
A.J. Brown,WR,PHI,Running Back University,216.9,304935,BNH
DeAndre Hopkins,WR,KC,Running Back University,147.0,304935,BNH
Derrick Henry,RB,BAL,Running Back University,306.3,304935,BNH
Joe Mixon,RB,HOU,Running Back University,236.7,304935,BNH
George Kittle,TE,SF,Running Back University,231.9,304935,BNH
Jauan Jennings,WR,SF,Running Back University,198.3,304935,BNH
Tyrone Tracy Jr.,RB,NYG,Running Back University,173.7,304935,BNH
Rome Odunze,WR,CHI,Running Back University,141.1,304935,BNH
Kareem Hunt,RB,KC,Running Back University,155.4,304935,BNH
Mark Andrews,TE,BAL,Running Back University,173.4,304935,BNH
Chad Ryland,K,ARI,Running Back University,111.0,304935,BNH
Justin Tucker,K,BAL,Running Back University,138.0,304935,BNH
Denver,DEF,DEN,Running Back University,166.0,304935,BNH
Arizona,DEF,ARI,Running Back University,86.0,304935,BNH
Romeo Doubs,WR,GB,Running Back University,132.1,304935,BNH
Christian McCaffrey,RB,SF,Running Back University,47.8,304935,BNH
Jalen Hurts,QB,PHI,Najee Hercules Legend,353.62,304935,BNH
CeeDee Lamb,WR,DAL,Najee Hercules Legend,263.4,304935,BNH
Rashod Bateman,WR,BAL,Najee Hercules Legend,156.0,304935,BNH
Najee Harris,RB,PIT,Najee Hercules Legend,189.0,304935,BNH
Rhamondre Stevenson,RB,NE,Najee Hercules Legend,175.9,304935,BNH
David Njoku,TE,CLE,Najee Hercules Legend,148.5,304935,BNH
Nick Westbrook-Ikhine,WR,TEN,Najee Hercules Legend,126.7,304935,BNH
Marvin Harrison Jr.,WR,ARI,Najee Hercules Legend,179.2,304935,BNH
Demarcus Robinson,WR,LAR,Najee Hercules Legend,113.3,304935,BNH
Sincere McCormick,RB,LV,Najee Hercules Legend,27.2,304935,BNH
Alec Pierce,WR,IND,Najee Hercules Legend,147.7,304935,BNH
Tank Dell,WR,HOU,Najee Hercules Legend,140.0,304935,BNH
Caleb Williams,QB,CHI,Najee Hercules Legend,284.62,304935,BNH
Ka'imi Fairbairn,K,HOU,Najee Hercules Legend,167.0,304935,BNH
Cleveland,DEF,CLE,Najee Hercules Legend,82.0,304935,BNH
New York,DEF,NYJ,Najee Hercules Legend,76.0,304935,BNH
Matthew Stafford,QB,LAR,Shanahan Offense,258.58,304935,BNH
Malik Nabers,WR,NYG,Shanahan Offense,256.2,304935,BNH
Darnell Mooney,WR,ATL,Shanahan Offense,193.2,304935,BNH
Aaron Jones Sr.,RB,MIN,Shanahan Offense,229.1,304935,BNH
James Cook,RB,BUF,Shanahan Offense,257.9,304935,BNH
Evan Engram,TE,JAX,Shanahan Offense,89.5,304935,BNH
Marquez Valdes-Scantling,WR,NO,Shanahan Offense,78.2,304935,BNH
Pat Freiermuth,TE,PIT,Shanahan Offense,145.8,304935,BNH
Courtland Sutton,WR,DEN,Shanahan Offense,221.5,304935,BNH
Javonte Williams,RB,DEN,Shanahan Offense,147.1,304935,BNH
Michael Pittman Jr.,WR,IND,Shanahan Offense,152.6,304935,BNH
Cedric Tillman,WR,CLE,Shanahan Offense,80.4,304935,BNH
Mason Tipton,WR,NO,Shanahan Offense,23.9,304935,BNH
Jordan Mason,RB,SF,Shanahan Offense,115.0,304935,BNH
Tyler Bass,K,BUF,Shanahan Offense,141.0,304935,BNH
Cincinnati,DEF,CIN,Shanahan Offense,91.0,304935,BNH
Chris Olave,WR,NO,Shanahan Offense,76.7,304935,BNH
Jayden Daniels,QB,WAS,Fergalicious,406.1,304935,BNH
Terry McLaurin,WR,WAS,Fergalicious,247.6,304935,BNH
DJ Moore,WR,CHI,Fergalicious,216.0,304935,BNH
Saquon Barkley,RB,PHI,Fergalicious,355.3,304935,BNH
Jahmyr Gibbs,RB,DET,Fergalicious,316.9,304935,BNH
Jake Ferguson,TE,DAL,Fergalicious,101.2,304935,BNH
Chase Brown,RB,CIN,Fergalicious,255.0,304935,BNH
Josh Downs,WR,IND,Fergalicious,164.1,304935,BNH
Zach Charbonnet,RB,SEA,Fergalicious,177.8,304935,BNH
Bo Nix,QB,DEN,Fergalicious,339.66,304935,BNH
Tank Bigsby,RB,JAX,Fergalicious,117.8,304935,BNH
Chig Okonkwo,TE,TEN,Fergalicious,113.6,304935,BNH
Brandon Aubrey,K,DAL,Fergalicious,178.0,304935,BNH
Miami,DEF,MIA,Fergalicious,80.0,304935,BNH
Jaylen Waddle,WR,MIA,Fergalicious,140.6,304935,BNH
Isaac Guerendo,RB,SF,Fergalicious,93.7,304935,BNH
Joe Burrow,QB,CIN,Mostert on the Beat Ho,447.84,304935,BNH
Justin Jefferson,WR,MIN,Mostert on the Beat Ho,309.08,304935,BNH
Ladd McConkey,WR,LAC,Mostert on the Beat Ho,224.4,304935,BNH
Kyren Williams,RB,LAR,Mostert on the Beat Ho,272.1,304935,BNH
Rachaad White,RB,TB,Mostert on the Beat Ho,199.6,304935,BNH
Hunter Henry,TE,NE,Mostert on the Beat Ho,145.4,304935,BNH
DK Metcalf,WR,SEA,Mostert on the Beat Ho,176.9,304935,BNH
Jerry Jeudy,WR,CLE,Mostert on the Beat Ho,228.6,304935,BNH
Dalton Kincaid,TE,BUF,Mostert on the Beat Ho,100.8,304935,BNH
Baker Mayfield,QB,TB,Mostert on the Beat Ho,429.66,304935,BNH
Audric Estime,RB,DEN,Mostert on the Beat Ho,39.3,304935,BNH
Raheem Mostert,RB,MIA,Mostert on the Beat Ho,70.9,304935,BNH
Quentin Johnston,WR,LAC,Mostert on the Beat Ho,143.1,304935,BNH
Cameron Dicker,K,LAC,Mostert on the Beat Ho,164.0,304935,BNH
Los Angeles,DEF,LAC,Mostert on the Beat Ho,125.0,304935,BNH
Jared Goff,QB,DET,Cris,392.22,304935,BNH
Nico Collins,WR,HOU,Cris,195.8,304935,BNH
Jameson Williams,WR,DET,Cris,202.8,304935,BNH
Josh Jacobs,RB,GB,Cris,281.5,304935,BNH
Tyjae Spears,RB,TEN,Cris,113.6,304935,BNH
Trey McBride,TE,ARI,Cris,230.3,304935,BNH
Jalen McMillan,WR,TB,Cris,116.4,304935,BNH
Jonnu Smith,TE,MIA,Cris,203.7,304935,BNH
Khalil Shakir,WR,BUF,Cris,182.5,304935,BNH
Amari Cooper,WR,BUF,Cris,122.7,304935,BNH
Keenan Allen,WR,CHI,Cris,180.9,304935,BNH
Sterling Shepard,WR,TB,Cris,78.2,304935,BNH
Zamir White,RB,LV,Cris,29.3,304935,BNH
Jake Bates,K,DET,Cris,153.0,304935,BNH
Buffalo,DEF,BUF,Cris,130.0,304935,BNH
Philadelphia,DEF,PHI,Cris,126.0,304935,BNH
David Montgomery,RB,DET,Cris,223.72,304935,BNH
Justin Herbert,QB,LAC,2girls1kupp,300.86,304935,BNH
Cooper Kupp,WR,LAR,2girls1kupp,175.0,304935,BNH
Xavier Worthy,WR,KC,2girls1kupp,187.2,304935,BNH
Tony Pollard,RB,TEN,2girls1kupp,194.5,304935,BNH
Alexander Mattison,RB,LV,2girls1kupp,130.3,304935,BNH
T.J. Hockenson,TE,MIN,2girls1kupp,83.6,304935,BNH
Jordan Addison,WR,MIN,2girls1kupp,211.5,304935,BNH
Deebo Samuel Sr.,WR,SF,2girls1kupp,153.6,304935,BNH
Lamar Jackson,QB,BAL,2girls1kupp,487.4,304935,BNH
J.K. Dobbins,RB,LAC,2girls1kupp,181.3,304935,BNH
Wan'Dale Robinson,WR,NYG,2girls1kupp,168.4,304935,BNH
Isaiah Likely,TE,BAL,2girls1kupp,116.9,304935,BNH
Noah Gray,TE,KC,2girls1kupp,112.6,304935,BNH
Jake Elliott,K,PHI,2girls1kupp,133.0,304935,BNH
Washington,DEF,WAS,2girls1kupp,87.0,304935,BNH
Tennessee,DEF,TEN,2girls1kupp,67.0,304935,BNH
C.J. Stroud,QB,HOU,Darrell Doucette,258.38,304935,BNH
Drake London,WR,ATL,Darrell Doucette,240.1,304935,BNH
Ja'Marr Chase,WR,CIN,Darrell Doucette,377.4,304935,BNH
De'Von Achane,RB,MIA,Darrell Doucette,281.8,304935,BNH
Brian Robinson Jr.,RB,WAS,Darrell Doucette,157.2,304935,BNH
Brock Bowers,TE,LV,Darrell Doucette,247.7,304935,BNH
Calvin Ridley,WR,TEN,Darrell Doucette,188.9,304935,BNH
Zach Ertz,TE,WAS,Darrell Doucette,162.0,304935,BNH
Antonio Gibson,RB,NE,Darrell Doucette,93.3,304935,BNH
Kirk Cousins,QB,ATL,Darrell Doucette,220.32,304935,BNH
D'Andre Swift,RB,CHI,Darrell Doucette,202.0,304935,BNH
Hollywood Brown,WR,KC,Darrell Doucette,18.1,304935,BNH
Xavier Legette,WR,CAR,Darrell Doucette,119.1,304935,BNH
Chris Boswell,K,PIT,Darrell Doucette,184.0,304935,BNH
Minnesota,DEF,MIN,Darrell Doucette,157.0,304935,BNH
Green Bay,DEF,GB,Darrell Doucette,143.0,304935,BNH
Chuba Hubbard,RB,CAR,Darrell Doucette,241.6,304935,BNH
Geno Smith,QB,SEA,Grand Lord Telegram,281.18,304935,BNH
Amon-Ra St. Brown,WR,DET,Grand Lord Telegram,304.48,304935,BNH
Tyreek Hill,WR,MIA,Grand Lord Telegram,214.2,304935,BNH
Bucky Irving,RB,TB,Grand Lord Telegram,228.0,304935,BNH
